trial,subID,sim_choice,sim_attack,k
1,140,"[7, 5, 3, 6, 6, 6, 7, 7, 7, 7]","[0, 0, 0, 0, 1, 0, 0, 1, 1, 0]",1
1,141,"[7, 8, 7, 7, 8, 6, 6, 7, 6, 7]","[1, 1, 1, 0, 0, 0, 0, 1, 1, 0]",1
1,142,"[4, 6, 5, 7, 4, 5, 3, 7, 5, 6]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1
1,143,"[6, 5, 5, 5, 4, 6, 6, 5, 3, 6]","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",1
1,144,"[6, 3, 6, 5, 3, 6, 6, 8, 4, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1
1,145,"[4, 3, 6, 5, 7, 5, 7, 6, 7, 5]","[0, 0, 0, 1, 0, 0, 1, 0, 0, 0]",1
1,146,"[2, 2, 5, 3, 2, 1, 2, 3, 1, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
1,147,"[6, 8, 5, 8, 7, 7, 8, 6, 6, 1]","[0, 0, 0, 0, 1, 1, 0, 1, 0, 0]",1
1,148,"[4, 6, 6, 6, 2, 3, 4, 7, 4, 5]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 1]",1
1,149,"[7, 4, 4, 7, 8, 7, 6, 7, 7, 7]","[1, 0, 0, 1, 1, 0, 0, 0, 1, 0]",1
1,150,"[4, 2, 2, 2, 7, 4, 1, 1, 1, 4]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
1,151,"[4, 4, 5, 3, 8, 7, 5, 8, 6, 5]","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",1
1,152,"[8, 6, 5, 8, 6, 6, 6, 7, 7, 7]","[0, 0, 0, 1, 0, 0, 0, 0, 1, 1]",1
1,153,"[6, 7, 8, 8, 7, 7, 7, 8, 8, 8]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 1]",1
1,154,"[1, 8, 6, 8, 6, 1, 7, 6, 7, 7]","[0, 1, 0, 0, 1, 0, 0, 0, 1, 0]",1
1,155,"[2, 3, 5, 3, 4, 3, 5, 5, 2, 3]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1
1,156,"[7, 8, 6, 7, 8, 7, 5, 5, 7, 6]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1
1,157,"[8, 6, 6, 7, 8, 6, 6, 7, 7, 7]","[1, 0, 0, 1, 1, 1, 1, 0, 1, 1]",1
1,158,"[8, 8, 8, 7, 8, 8, 7, 7, 8, 7]","[1, 1, 1, 0, 0, 0, 1, 0, 0, 0]",1
1,159,"[4, 4, 4, 5, 4, 6, 3, 3, 4, 8]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1
1,160,"[5, 8, 5, 4, 6, 7, 6, 6, 5, 5]","[0, 1, 0, 0, 1, 0, 1, 1, 0, 1]",1
1,161,"[1, 4, 5, 2, 5, 4, 4, 2, 1, 7]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
1,162,"[3, 4, 3, 2, 3, 2, 6, 3, 4, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
1,163,"[4, 5, 8, 8, 8, 7, 7, 7, 4, 7]","[0, 0, 0, 0, 1, 0, 1, 1, 1, 1]",1
1,164,"[5, 4, 7, 5, 7, 4, 2, 3, 5, 3]","[0, 0, 1, 0, 1, 0, 0, 1, 0, 0]",1
1,165,"[3, 6, 6, 4, 6, 4, 4, 5, 7, 1]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",1
1,166,"[7, 6, 7, 8, 8, 7, 7, 7, 7, 8]","[0, 1, 1, 1, 1, 0, 0, 0, 1, 0]",1
1,167,"[2, 3, 5, 2, 2, 2, 1, 6, 4, 1]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1
1,168,"[5, 3, 4, 1, 2, 6, 4, 8, 4, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
1,169,"[5, 7, 8, 7, 9, 7, 7, 6, 5, 8]","[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1
1,170,"[8, 7, 8, 7, 7, 7, 8, 5, 7, 7]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1
1,171,"[2, 5, 5, 6, 4, 6, 7, 7, 4, 5]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1
1,172,"[5, 6, 4, 5, 4, 6, 3, 7, 5, 4]","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",1
1,173,"[5, 1, 2, 1, 2, 2, 3, 5, 1, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
1,174,"[6, 7, 7, 7, 5, 6, 8, 8, 6, 7]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1
1,175,"[8, 7, 6, 8, 8, 7, 7, 6, 7, 8]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]",1
1,176,"[2, 2, 3, 6, 5, 5, 4, 1, 1, 2]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1
1,177,"[6, 8, 8, 6, 6, 7, 6, 6, 5, 3]","[0, 1, 1, 0, 0, 0, 0, 0, 1, 0]",1
1,178,"[7, 6, 7, 8, 6, 7, 6, 8, 8, 8]","[0, 0, 1, 0, 0, 1, 0, 1, 1, 1]",1
1,179,"[6, 8, 7, 7, 8, 7, 7, 6, 7, 5]","[1, 1, 0, 1, 0, 1, 0, 0, 1, 0]",1
1,180,"[6, 6, 7, 6, 8, 6, 7, 5, 7, 6]","[0, 1, 0, 1, 1, 1, 1, 0, 0, 1]",1
1,181,"[6, 6, 6, 6, 4, 7, 7, 5, 6, 7]","[0, 0, 0, 0, 0, 1, 0, 1, 0, 1]",1
1,182,"[8, 7, 6, 9, 8, 8, 8, 8, 8, 7]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1
1,183,"[2, 3, 4, 3, 1, 1, 1, 2, 3, 2]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1
1,184,"[1, 8, 3, 6, 3, 6, 7, 7, 4, 5]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1
1,185,"[3, 4, 5, 4, 2, 3, 3, 2, 1, 3]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1
1,186,"[5, 4, 7, 7, 6, 6, 5, 5, 1, 7]","[0, 0, 0, 1, 0, 0, 1, 0, 0, 0]",1
1,187,"[3, 7, 5, 3, 4, 2, 6, 5, 4, 5]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
1,188,"[7, 6, 7, 8, 8, 5, 5, 7, 6, 6]","[0, 0, 0, 1, 1, 0, 0, 1, 0, 0]",1
1,189,"[4, 5, 6, 4, 2, 1, 5, 6, 3, 4]","[0, 0, 0, 0, 0, 0, 1, 1, 0, 0]",1
1,190,"[1, 2, 5, 3, 6, 2, 3, 7, 5, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
1,191,"[7, 7, 5, 8, 6, 6, 5, 8, 8, 6]","[0, 1, 0, 0, 0, 1, 0, 1, 1, 0]",1
1,192,"[7, 6, 8, 7, 9, 8, 6, 7, 6, 6]","[0, 0, 0, 0, 1, 0, 0, 1, 0, 1]",1
1,193,"[5, 3, 2, 4, 6, 6, 8, 1, 2, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
1,194,"[7, 8, 6, 7, 7, 7, 8, 8, 7, 8]","[1, 0, 1, 1, 0, 0, 1, 0, 1, 1]",1
1,195,"[3, 1, 1, 2, 1, 2, 4, 5, 2, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
1,196,"[6, 6, 6, 6, 7, 4, 7, 6, 6, 7]","[0, 1, 0, 1, 1, 0, 0, 0, 0, 0]",1
1,197,"[2, 3, 1, 4, 3, 4, 4, 4, 4, 4]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",1
