,attack,attackProb,attackRange,choice,currProb,predatorType,reward,round,rt,totMoney,trial,subID
13892,TRUE,2.5999999046325684,7,6,0.3184999823570251,0,-10,74,1.4869999885559082,810,74,115
13893,FALSE,2.5999999046325684,7,3,0.1040000021457672,0,9,75,1.0509997606277466,819,75,115
13894,FALSE,2.5999999046325684,7,6,0.3184999823570251,0,36,76,1.5509997606277466,855,76,115
13895,TRUE,2.5999999046325684,7,9,0.6499999761581421,0,-10,77,2.435998916625977,845,77,115
13896,FALSE,4.800000190734863,7,6,0.5879999995231628,1,36,78,1.732999563217163,881,78,115
13897,TRUE,2.5999999046325684,7,9,0.6499999761581421,0,-10,79,2.435999155044556,871,79,115
13898,TRUE,4.800000190734863,7,8,0.9719999432563782,1,-10,8,4.250997543334961,91,8,115
13899,TRUE,2.5999999046325684,7,9,0.6499999761581421,0,-10,80,1.8689998388290403,861,80,115
13900,TRUE,2.5999999046325684,7,5,0.2339999973773956,0,-10,81,1.484999656677246,851,81,115
13901,TRUE,4.800000190734863,7,7,0.768000066,1,-10,82,2.0189993381500244,841,82,115
13902,TRUE,4.800000190734863,7,6,0.5879999995231628,1,-10,83,1.3179997205734253,831,83,115
13903,FALSE,4.800000190734863,7,3,0.1920000165700912,1,9,84,1.5349998474121094,840,84,115
13904,FALSE,2.5999999046325684,7,6,0.3184999823570251,0,36,85,2.235999107,876,85,115
13905,TRUE,4.800000190734863,7,4,0.3000000119209289,1,-10,86,1.6879998445510864,866,86,115
13906,FALSE,2.5999999046325684,7,9,0.6499999761581421,0,81,87,2.6839990615844727,947,87,115
13907,TRUE,4.800000190734863,7,4,0.3000000119209289,1,-10,88,1.799999713897705,937,88,115
13908,TRUE,4.800000190734863,7,5,0.4320000410079956,1,-10,89,1.3690001964569092,927,89,115
13909,FALSE,2.5999999046325684,7,9,0.6499999761581421,0,81,9,3.336998224258423,172,9,115
13910,FALSE,4.800000190734863,7,6,0.5879999995231628,1,36,90,1.8349988460540767,963,90,115
13911,FALSE,4.800000190734863,7,2,0,1,4,91,2.300999164581299,967,91,115
13912,FALSE,2.5999999046325684,7,7,0.4160000085830688,0,49,92,1.9489994049072263,1016,92,115
13913,FALSE,4.800000190734863,7,3,0.1920000165700912,1,9,93,1.3509997129440308,1025,93,115
13914,FALSE,2.5999999046325684,7,6,0.3184999823570251,0,36,94,1.5189998149871826,1061,94,115
13915,FALSE,4.800000190734863,7,2,0,1,4,95,1.2039997577667236,1065,95,115
13916,FALSE,2.5999999046325684,7,8,0.5264999270439148,0,64,96,2.551998853683472,1129,96,115
13917,FALSE,2.5999999046325684,7,4,0.1624999940395355,0,16,97,1.6659992933273315,1145,97,115
13918,FALSE,2.5999999046325684,7,8,0.5264999270439148,0,64,98,1.767999291419983,1209,98,115
13919,FALSE,2.5999999046325684,7,5,0.2339999973773956,0,25,99,3.9149980545043945,1234,99,115
13920,TRUE,2.5999999046325684,7,4,0.1624999940395355,0,-10,1,8.75190258,-10,1,116
13921,FALSE,2.5999999046325684,7,3,0.1040000021457672,0,9,10,2.102099895477295,-29,10,116
13922,FALSE,2.5999999046325684,7,4,0.1624999940395355,0,16,100,1.319799780845642,798,100,116
13923,FALSE,4.800000190734863,7,2,0,1,4,101,1.037000060081482,802,101,116
13924,FALSE,4.800000190734863,7,2,0,1,4,102,1.234700322151184,806,102,116
13925,FALSE,4.800000190734863,7,2,0,1,4,103,1.421200156211853,810,103,116
13926,FALSE,4.800000190734863,7,2,0,1,4,104,1.036400318145752,814,104,116
13927,FALSE,4.800000190734863,7,2,0,1,4,105,1.118799924850464,818,105,116
13928,FALSE,4.800000190734863,7,2,0,1,4,106,1.054900050163269,822,106,116
13929,FALSE,2.5999999046325684,7,4,0.1624999940395355,0,16,107,1.4197996854782104,838,107,116
13930,FALSE,4.800000190734863,7,2,0,1,4,108,1.1524999141693115,842,108,116
13931,FALSE,4.800000190734863,7,2,0,1,4,109,1.0691001415252686,846,109,116
13932,FALSE,4.800000190734863,7,1,0,1,1,11,3.104099988937378,-28,11,116
13933,FALSE,4.800000190734863,7,2,0,1,4,110,1.034500241279602,850,110,116
13934,FALSE,4.800000190734863,7,2,0,1,4,111,1.1699002981185913,854,111,116
13935,FALSE,2.5999999046325684,7,4,0.1624999940395355,0,16,112,1.3223000764846802,870,112,116
13936,TRUE,2.5999999046325684,7,4,0.1624999940395355,0,-10,113,1.2695001363754272,860,113,116
13937,FALSE,4.800000190734863,7,2,0,1,4,114,1.0875999927520752,864,114,116
13938,FALSE,2.5999999046325684,7,4,0.1624999940395355,0,16,115,1.3539999723434448,880,115,116
13939,FALSE,4.800000190734863,7,2,0,1,4,116,1.087899923324585,884,116,116
13940,FALSE,4.800000190734863,7,2,0,1,4,117,1.118300199508667,888,117,116
13941,FALSE,4.800000190734863,7,2,0,1,4,118,1.167500138282776,892,118,116
13942,FALSE,2.5999999046325684,7,4,0.1624999940395355,0,16,119,1.301699995994568,908,119,116
13943,FALSE,4.800000190734863,7,2,0,1,4,12,1.5209001302719116,-24,12,116
13944,FALSE,4.800000190734863,7,2,0,1,4,120,1.1852999925613403,912,120,116
13945,FALSE,2.5999999046325684,7,4,0.1624999940395355,0,16,13,3.337199211120605,-8,13,116
13946,FALSE,2.5999999046325684,7,4,0.1624999940395355,0,16,14,1.7035998106002808,8,14,116
13947,FALSE,2.5999999046325684,7,4,0.1624999940395355,0,16,15,2.152899980545044,24,15,116
13948,FALSE,4.800000190734863,7,2,0,1,4,16,2.070800304412842,28,16,116
13949,FALSE,2.5999999046325684,7,4,0.1624999940395355,0,16,17,1.5041004419326782,44,17,116
13950,FALSE,2.5999999046325684,7,4,0.1624999940395355,0,16,18,1.469900131225586,60,18,116
13951,FALSE,4.800000190734863,7,2,0,1,4,19,2.0874998569488525,64,19,116
13952,TRUE,4.800000190734863,7,5,0.4320000410079956,1,-10,2,3.622598648071289,-20,2,116
13953,FALSE,4.800000190734863,7,2,0,1,4,20,1.236299991607666,68,20,116
13954,FALSE,2.5999999046325684,7,4,0.1624999940395355,0,16,21,2.4709997177124023,84,21,116
13955,FALSE,2.5999999046325684,7,4,0.1624999940395355,0,16,22,1.5035003423690796,100,22,116
13956,FALSE,4.800000190734863,7,2,0,1,4,23,1.4701999425888062,104,23,116
13957,FALSE,2.5999999046325684,7,4,0.1624999940395355,0,16,24,1.8206998109817505,120,24,116
13958,FALSE,4.800000190734863,7,2,0,1,4,25,1.4193004369735718,124,25,116
13959,FALSE,2.5999999046325684,7,4,0.1624999940395355,0,16,26,1.3870998620986938,140,26,116
13960,TRUE,2.5999999046325684,7,4,0.1624999940395355,0,-10,27,1.6522002220153809,130,27,116
13961,FALSE,4.800000190734863,7,2,0,1,4,28,1.4013996124267578,134,28,116
13962,FALSE,4.800000190734863,7,2,0,1,4,29,1.283100128173828,138,29,116
13963,FALSE,2.5999999046325684,7,3,0.1040000021457672,0,9,3,4.920496463775635,-11,3,116
13964,FALSE,4.800000190734863,7,2,0,1,4,30,1.1536999940872192,142,30,116
13965,FALSE,4.800000190734863,7,2,0,1,4,31,1.204800009727478,146,31,116
13966,FALSE,2.5999999046325684,7,4,0.1624999940395355,0,16,32,1.386299729347229,162,32,116
13967,FALSE,4.800000190734863,7,2,0,1,4,33,1.1016000509262085,166,33,116
13968,FALSE,2.5999999046325684,7,4,0.1624999940395355,0,16,34,1.3605003356933594,182,34,116
13969,FALSE,2.5999999046325684,7,4,0.1624999940395355,0,16,35,1.6029996871948242,198,35,116
13970,FALSE,4.800000190734863,7,2,0,1,4,36,1.158599853515625,202,36,116
13971,FALSE,4.800000190734863,7,2,0,1,4,37,1.053599834442139,206,37,116
13972,FALSE,2.5999999046325684,7,4,0.1624999940395355,0,16,38,1.3712002038955688,222,38,116
13973,FALSE,2.5999999046325684,7,4,0.1624999940395355,0,16,39,2.0856995582580566,238,39,116
13974,TRUE,2.5999999046325684,7,3,0.1040000021457672,0,-10,4,2.566699743270874,-21,4,116
13975,FALSE,4.800000190734863,7,2,0,1,4,40,1.2328001260757446,242,40,116
13976,FALSE,2.5999999046325684,7,4,0.1624999940395355,0,16,41,1.4359999895095823,258,41,116
13977,TRUE,2.5999999046325684,7,4,0.1624999940395355,0,-10,42,1.3385001420974731,248,42,116
13978,FALSE,4.800000190734863,7,2,0,1,4,43,1.451399803161621,252,43,116
13979,FALSE,4.800000190734863,7,2,0,1,4,44,1.2200005054473877,256,44,116
13980,FALSE,4.800000190734863,7,2,0,1,4,45,1.1193997859954834,260,45,116
13981,FALSE,2.5999999046325684,7,4,0.1624999940395355,0,16,46,1.4363996982574463,276,46,116
13982,FALSE,4.800000190734863,7,2,0,1,4,47,1.2895002365112305,280,47,116
13983,FALSE,4.800000190734863,7,2,0,1,4,48,1.1855003833770752,284,48,116
13984,FALSE,2.5999999046325684,7,4,0.1624999940395355,0,16,49,1.470100164413452,300,49,116
13985,TRUE,4.800000190734863,7,4,0.3000000119209289,1,-10,5,3.536299467086792,-31,5,116
13986,FALSE,2.5999999046325684,7,4,0.1624999940395355,0,16,50,1.488599658,316,50,116
13987,FALSE,2.5999999046325684,7,4,0.1624999940395355,0,16,51,1.4374001026153564,332,51,116
13988,TRUE,2.5999999046325684,7,4,0.1624999940395355,0,-10,52,1.4717003107070925,322,52,116
13989,FALSE,4.800000190734863,7,2,0,1,4,53,1.553599477,326,53,116
13990,FALSE,4.800000190734863,7,2,0,1,4,54,1.172000288963318,330,54,116
